ID,x,y,type
15_14_7,1020.7813,796.454,intermediate
15_14_8,1015.9315,797.6703,intermediate
15_16_1,1059.671,788.7061,intermediate
15_16_2,1064.6119,789.4721,intermediate
15_16_3,1069.5529,790.2382,intermediate
15_16_4,1074.4939,791.0042,intermediate
15_16_5,1079.4348,791.7703,intermediate
15_16_6,1084.3758,792.5363,intermediate
15_16_7,1089.3168,793.3024,intermediate
15_16_8,1094.2577,794.0684,intermediate
15_16_9,1099.1987,794.8345,intermediate
15_16_10,1104.1397,795.6006,intermediate
15_16_11,1109.0806,796.3666,intermediate
15_16_12,1114.0216,797.1327,intermediate
15_16_13,1118.9626,797.8987,intermediate
15_16_14,1123.9035,798.6648,intermediate
15_16_15,1128.8445,799.4308,intermediate
15_16_16,1133.7855,800.1969,intermediate
16_15_1,1130.219,799.6439,intermediate
16_15_2,1125.2781,798.8779,intermediate
16_15_3,1120.3371,798.1118,intermediate
16_15_4,1115.3961,797.3458,intermediate
16_15_5,1110.4552,796.5797,intermediate
16_15_6,1105.5142,795.8137,intermediate
16_15_7,1100.5732,795.0476,intermediate
16_15_8,1095.6323,794.2816,intermediate
16_15_9,1090.6913,793.5155,intermediate
16_15_10,1085.7503,792.7494,intermediate
16_15_11,1080.8094,791.9834,intermediate
16_15_12,1075.8684,791.2173,intermediate
16_15_13,1070.9274,790.4513,intermediate
16_15_14,1065.9865,789.6852,intermediate
16_15_15,1061.0455,788.9192,intermediate
16_15_16,1056.1045,788.1531,intermediate
16_17_1,1134.7645,805.3943,intermediate
16_17_2,1134.369,810.3787,intermediate
16_17_3,1133.9735,815.363,intermediate
16_17_4,1133.578,820.3473,intermediate
16_17_5,1133.1825,825.3317,intermediate
17_16_1,1133.2655,824.2857,intermediate
17_16_2,1133.661,819.3013,intermediate
17_16_3,1134.0565,814.317,intermediate
17_16_4,1134.452,809.3327,intermediate
17_16_5,1134.8475,804.3483,intermediate
