ID,x,y,type
10_2_1,41.6685,21.2426,intermediate
10_2_2,42.457,16.3051,intermediate
10_2_3,43.2456,11.3677,intermediate
10_2_4,44.0341,6.4303,intermediate
3_4_1,66.2648,6.2805,intermediate
3_4_2,71.1595,7.301,intermediate
3_4_3,76.0543,8.3215,intermediate
3_4_4,80.949,9.342,intermediate
4_3_1,77.9152,8.7095,intermediate
4_3_2,73.0205,7.689,intermediate
4_3_3,68.1257,6.6685,intermediate
4_3_4,63.231,5.648,intermediate
3_11_1,63.3529,9.85,intermediate
3_11_2,65.3357,14.44,intermediate
3_11_3,67.3186,19.03,intermediate
11_3_1,67.1371,18.61,intermediate
11_3_2,65.1543,14.02,intermediate
11_3_3,63.1714,9.43,intermediate
4_5_1,87.8069,9.5541,intermediate
4_5_2,92.8038,9.3782,intermediate
4_5_3,97.8007,9.2023,intermediate
5_4_1,97.4131,9.2159,intermediate
5_4_2,92.4162,9.3918,intermediate
5_4_3,87.4193,9.5677,intermediate
4_12_1,84.8206,14.3079,intermediate
4_12_2,86.8312,18.8859,intermediate
12_4_1,86.6494,18.4721,intermediate
12_4_2,84.6388,13.8941,intermediate
5_6_1,107.4098,8.9969,intermediate
5_6_2,112.4096,8.9539,intermediate
5_6_3,117.4094,8.9108,intermediate
5_6_4,122.4093,8.8678,intermediate
5_6_5,127.4091,8.8247,intermediate
6_5_1,124.1202,8.8531,intermediate
6_5_2,119.1204,8.8961,intermediate
6_5_3,114.1206,8.9392,intermediate
6_5_4,109.1207,8.9822,intermediate
6_5_5,104.1209,9.0253,intermediate
5_13_1,104.765,13.4507,intermediate
5_13_2,107.12,17.8613,intermediate
13_5_1,105.955,15.6793,intermediate
13_5_2,103.6,11.2687,intermediate
6_7_1,133.9719,7.6019,intermediate
6_7_2,138.8237,6.3939,intermediate
6_7_3,143.6756,5.1858,intermediate
7_6_1,139.0881,6.3281,intermediate
7_6_2,134.2363,7.5361,intermediate
7_6_3,129.3844,8.7442,intermediate
6_14_1,127.8483,13.6456,intermediate
6_14_2,126.5765,18.4811,intermediate
6_14_3,125.3048,23.3167,intermediate
6_14_4,124.0331,28.1523,intermediate
14_6_1,125.2817,23.4044,intermediate
14_6_2,126.5535,18.5689,intermediate
14_6_3,127.8252,13.7333,intermediate
14_6_4,129.0969,8.8977,intermediate
7_15_1,143.0667,10.0432,intermediate
7_15_2,142.1935,14.9663,intermediate
7_15_3,141.3202,19.8895,intermediate
15_7_1,142.0533,15.7568,intermediate
15_7_2,142.9265,10.8337,intermediate
15_7_3,143.7998,5.9105,intermediate
8_9_1,14.6426,22.3682,intermediate
8_9_2,19.4253,23.8264,intermediate
8_9_3,24.2079,25.2847,intermediate
9_8_1,23.2474,24.9918,intermediate
9_8_2,18.4647,23.5336,intermediate
9_8_3,13.6821,22.0753,intermediate
8_16_1,8.0796,25.5823,intermediate
8_16_2,6.2993,30.2546,intermediate
8_16_3,4.5189,34.9269,intermediate
8_16_4,2.7386,39.5992,intermediate
8_16_5,0.9582,44.2715,intermediate
16_8_1,1.7904,42.0877,intermediate
16_8_2,3.5707,37.4154,intermediate
16_8_3,5.3511,32.7431,intermediate
16_8_4,7.1314,28.0708,intermediate
16_8_5,8.9118,23.3985,intermediate
9_10_1,33.0289,26.345,intermediate
9_10_2,38.0278,26.2399,intermediate
10_9_1,35.8811,26.285,intermediate
10_9_2,30.8822,26.3901,intermediate
9_17_1,28.1241,31.4491,intermediate
9_17_2,28.2181,36.4482,intermediate
9_17_3,28.3122,41.4473,intermediate
9_17_4,28.4063,46.4465,intermediate
17_9_1,28.3459,43.2409,intermediate
17_9_2,28.2519,38.2418,intermediate
17_9_3,28.1578,33.2427,intermediate
17_9_4,28.0637,28.2435,intermediate
10_11_1,45.8524,25.6553,intermediate
10_11_2,50.8248,25.1306,intermediate
10_11_3,55.7972,24.6059,intermediate
10_11_4,60.7696,24.0812,intermediate
10_11_5,65.742,23.5565,intermediate
11_10_1,64.1476,23.7247,intermediate
11_10_2,59.1752,24.2494,intermediate
11_10_3,54.2028,24.7741,intermediate
11_10_4,49.2304,25.2988,intermediate
11_10_5,44.258,25.8235,intermediate
10_18_1,42.6753,30.8466,intermediate
10_18_2,44.4706,35.5131,intermediate
10_18_3,46.2659,40.1797,intermediate
18_10_1,45.0747,37.0834,intermediate
18_10_2,43.2794,32.4169,intermediate
18_10_3,41.4841,27.7503,intermediate
11_12_1,74.1199,23.1616,intermediate
11_12_2,79.1197,23.1232,intermediate
11_12_3,84.1196,23.0849,intermediate
12_11_1,83.6601,23.0884,intermediate
12_11_2,78.6603,23.1268,intermediate
12_11_3,73.6604,23.1651,intermediate
11_19_1,68.3366,28.1382,intermediate
11_19_2,67.5532,33.0765,intermediate
11_19_3,66.7698,38.0147,intermediate
11_19_4,65.9864,42.953,intermediate
11_19_5,65.2031,47.8912,intermediate
19_11_1,65.8534,43.7918,intermediate
19_11_2,66.6368,38.8535,intermediate
19_11_3,67.4202,33.9153,intermediate
19_11_4,68.2036,28.977,intermediate
19_11_5,68.9869,24.0388,intermediate
12_13_1,93.6042,22.3052,intermediate
12_13_2,98.5484,21.5604,intermediate
12_13_3,103.4927,20.8157,intermediate
13_12_1,103.3658,20.8348,intermediate
13_12_2,98.4216,21.5796,intermediate
13_12_3,93.4773,22.3243,intermediate
12_20_1,87.3794,27.8832,intermediate
12_20_2,86.0988,32.7165,intermediate
12_20_3,84.8182,37.5497,intermediate
12_20_4,83.5376,42.3829,intermediate
12_20_5,82.257,47.2161,intermediate
20_12_1,83.4306,42.7868,intermediate
20_12_2,84.7112,37.9535,intermediate
20_12_3,85.9918,33.1203,intermediate
20_12_4,87.2724,28.2871,intermediate
20_12_5,88.553,23.4539,intermediate
13_14_1,112.7477,22.3936,intermediate
13_14_2,117.1854,24.6973,intermediate
13_14_3,121.6231,27.0009,intermediate
14_13_1,119.5723,25.9364,intermediate
14_13_2,115.1346,23.6327,intermediate
14_13_3,110.6969,21.3291,intermediate
13_21_1,108.1366,25.087,intermediate
13_21_2,107.9632,30.084,intermediate
13_21_3,107.7898,35.081,intermediate
13_21_4,107.6165,40.078,intermediate
13_21_5,107.4431,45.075,intermediate
21_13_1,107.4834,43.913,intermediate
21_13_2,107.6568,38.916,intermediate
21_13_3,107.8302,33.919,intermediate
21_13_4,108.0035,28.922,intermediate
21_13_5,108.1769,23.925,intermediate
14_15_1,128.5861,26.2251,intermediate
14_15_2,133.1621,24.2103,intermediate
14_15_3,137.7382,22.1954,intermediate
15_14_1,136.6039,22.6949,intermediate
15_14_2,132.0279,24.7097,intermediate
15_14_3,127.4518,26.7246,intermediate
14_22_1,124.279,33.2328,intermediate
14_22_2,124.548,38.2255,intermediate
22_14_1,124.401,35.4972,intermediate
22_14_2,124.132,30.5045,intermediate
15_23_1,142.0678,25.6005,intermediate
15_23_2,142.9556,30.5211,intermediate
15_23_3,143.8434,35.4416,intermediate
15_23_4,144.7312,40.3622,intermediate
15_23_5,145.6191,45.2827,intermediate
23_15_1,145.2522,43.2495,intermediate
23_15_2,144.3644,38.3289,intermediate
23_15_3,143.4766,33.4084,intermediate
23_15_4,142.5888,28.4878,intermediate
23_15_5,141.7009,23.5673,intermediate
16_17_1,5.0032,47.0199,intermediate
16_17_2,9.9965,47.2799,intermediate
16_17_3,14.9897,47.5398,intermediate
16_17_4,19.983,47.7997,intermediate
16_17_5,24.9762,48.0597,intermediate
17_16_1,23.4468,47.9801,intermediate
17_16_2,18.4535,47.7201,intermediate
17_16_3,13.4603,47.4602,intermediate
17_16_4,8.467,47.2003,intermediate
17_16_5,3.4738,46.9403,intermediate
16_24_1,2.9601,50.797,intermediate
16_24_2,5.9102,54.8339,intermediate
16_24_3,8.8602,58.8709,intermediate
24_16_1,6.9399,56.243,intermediate
24_16_2,3.9898,52.2061,intermediate
24_16_3,1.0398,48.1691,intermediate
17_18_1,33.1561,46.5792,intermediate
17_18_2,37.8723,44.9185,intermediate
17_18_3,42.5884,43.2577,intermediate
18_17_1,42.1539,43.4108,intermediate
18_17_2,37.4377,45.0715,intermediate
18_17_3,32.7216,46.7323,intermediate
17_25_1,27.52,53.1546,intermediate
17_25_2,26.6,58.0693,intermediate
17_25_3,25.68,62.9839,intermediate
25_17_1,25.91,61.7554,intermediate
25_17_2,26.83,56.8407,intermediate
25_17_3,27.75,51.9261,intermediate
18_19_1,51.5384,43.5404,intermediate
18_19_2,56.2069,45.3309,intermediate
18_19_3,60.8753,47.1213,intermediate
19_18_1,60.4016,46.9396,intermediate
19_18_2,55.7331,45.1491,intermediate
19_18_3,51.0647,43.3587,intermediate
18_26_1,46.2033,46.7054,intermediate
18_26_2,45.5367,51.6607,intermediate
18_26_3,44.87,56.6161,intermediate
18_26_4,44.2033,61.5714,intermediate
26_18_1,44.3267,60.6546,intermediate
26_18_2,44.9933,55.6993,intermediate
26_18_3,45.66,50.7439,intermediate
26_18_4,46.3267,45.7886,intermediate
19_20_1,70.0595,48.4057,intermediate
19_20_2,75.0489,48.0815,intermediate
19_20_3,80.0384,47.7572,intermediate
20_19_1,77.1605,47.9443,intermediate
20_19_2,72.1711,48.2685,intermediate
20_19_3,67.1816,48.5928,intermediate
19_27_1,66.2451,53.59,intermediate
19_27_2,67.4202,58.4499,intermediate
27_19_1,67.1349,57.27,intermediate
27_19_2,65.9598,52.4101,intermediate
20_21_1,87.1434,47.876,intermediate
20_21_2,92.1369,48.132,intermediate
20_21_3,97.1303,48.3881,intermediate
20_21_4,102.1238,48.6441,intermediate
20_21_5,107.1172,48.9001,intermediate
21_20_1,102.3166,48.654,intermediate
21_20_2,97.3231,48.398,intermediate
21_20_3,92.3297,48.1419,intermediate
21_20_4,87.3362,47.8859,intermediate
21_20_5,82.3428,47.6299,intermediate
20_28_1,83.5783,52.4117,intermediate
20_28_2,85.0066,57.2033,intermediate
28_20_1,84.9217,56.9183,intermediate
28_20_2,83.4934,52.1267,intermediate
21_22_1,111.8088,46.728,intermediate
21_22_2,116.3075,44.546,intermediate
21_22_3,120.8063,42.364,intermediate
22_21_1,120.1712,42.672,intermediate
22_21_2,115.6725,44.854,intermediate
22_21_3,111.1737,47.036,intermediate
21_29_1,105.83,53.6859,intermediate
21_29_2,104.35,58.4619,intermediate
21_29_3,102.87,63.2378,intermediate
29_21_1,104.12,59.2041,intermediate
29_21_2,105.6,54.4281,intermediate
29_21_3,107.08,49.6522,intermediate
22_23_1,129.3779,42.174,intermediate
22_23_2,134.0857,43.8581,intermediate
22_23_3,138.7936,45.5421,intermediate
22_23_4,143.5015,47.2262,intermediate
23_22_1,141.4321,46.486,intermediate
23_22_2,136.7243,44.8019,intermediate
23_22_3,132.0164,43.1179,intermediate
23_22_4,127.3085,41.4338,intermediate
22_30_1,124.4343,45.4844,intermediate
22_30_2,124.1986,50.4789,intermediate
22_30_3,123.9629,55.4733,intermediate
22_30_4,123.7271,60.4678,intermediate
30_22_1,123.8457,57.9556,intermediate
30_22_2,124.0814,52.9611,intermediate
30_22_3,124.3171,47.9667,intermediate
30_22_4,124.5529,42.9722,intermediate
23_31_1,144.7276,52.9664,intermediate
23_31_2,143.3152,57.7627,intermediate
23_31_3,141.9028,62.5591,intermediate
31_23_1,143.1324,58.3836,intermediate
31_23_2,144.5448,53.5873,intermediate
31_23_3,145.9572,48.7909,intermediate
24_25_1,14.4947,62.2286,intermediate
24_25_2,19.0993,64.1772,intermediate
24_25_3,23.704,66.1258,intermediate
25_24_1,20.3853,64.7214,intermediate
25_24_2,15.7807,62.7728,intermediate
25_24_3,11.176,60.8242,intermediate
24_32_1,9.2364,65.2371,intermediate
24_32_2,8.5829,70.1942,intermediate
24_32_3,7.9293,75.1513,intermediate
24_32_4,7.2758,80.1084,intermediate
32_24_1,7.6536,77.2429,intermediate
32_24_2,8.3071,72.2858,intermediate
32_24_3,8.9607,67.3287,intermediate
32_24_4,9.6142,62.3716,intermediate
25_26_1,29.982,66.3866,intermediate
25_26_2,34.9739,66.1032,intermediate
25_26_3,39.9659,65.8197,intermediate
26_25_1,38.668,65.8934,intermediate
26_25_2,33.6761,66.1768,intermediate
26_25_3,28.6841,66.4603,intermediate
25_33_1,24.0827,71.587,intermediate
25_33_2,23.1754,76.504,intermediate
25_33_3,22.2681,81.421,intermediate
33_25_1,22.9173,77.903,intermediate
33_25_2,23.8246,72.986,intermediate
33_25_3,24.7319,68.069,intermediate
26_27_1,48.6109,64.911,intermediate
26_27_2,53.5618,64.2121,intermediate
26_27_3,58.5127,63.5131,intermediate
26_27_4,63.4636,62.8142,intermediate
27_26_1,63.3591,62.829,intermediate
27_26_2,58.4082,63.5279,intermediate
27_26_3,53.4573,64.2269,intermediate
27_26_4,48.5064,64.9258,intermediate
26_34_1,44.6519,70.5106,intermediate
26_34_2,45.6438,75.4113,intermediate
26_34_3,46.6357,80.3119,intermediate
34_26_1,46.5481,79.8794,intermediate
34_26_2,45.5562,74.9787,intermediate
34_26_3,44.5643,70.0781,intermediate
27_28_1,73.3086,62.0136,intermediate
27_28_2,78.3073,61.8972,intermediate
27_28_3,83.3059,61.7809,intermediate
28_27_1,81.3514,61.8264,intermediate
28_27_2,76.3527,61.9428,intermediate
28_27_3,71.3541,62.0591,intermediate
27_35_1,67.0919,66.9793,intermediate
27_35_2,65.8737,71.8287,intermediate
27_35_3,64.6556,76.678,intermediate
35_27_1,64.8081,76.0707,intermediate
35_27_2,66.0263,71.2213,intermediate
35_27_3,67.2444,66.372,intermediate
28_29_1,91.3022,62.4001,intermediate
28_29_2,96.2543,63.0902,intermediate
28_29_3,101.2065,63.7802,intermediate
29_28_1,97.6878,63.2899,intermediate
29_28_2,92.7357,62.5998,intermediate
29_28_3,87.7835,61.9098,intermediate
28_36_1,85.5753,66.6496,intermediate
28_36_2,84.8005,71.5892,intermediate
28_36_3,84.0258,76.5288,intermediate
28_36_4,83.2511,81.4685,intermediate
28_36_5,82.4763,86.4081,intermediate
36_28_1,82.8947,83.7404,intermediate
36_28_2,83.6695,78.8008,intermediate
36_28_3,84.4442,73.8612,intermediate
36_28_4,85.2189,68.9215,intermediate
36_28_5,85.9937,63.9819,intermediate
29_30_1,107.634,63.7347,intermediate
29_30_2,112.628,63.4894,intermediate
29_30_3,117.6219,63.2441,intermediate
29_30_4,122.6159,62.9988,intermediate
30_29_1,118.616,63.1953,intermediate
30_29_2,113.622,63.4406,intermediate
30_29_3,108.6281,63.6859,intermediate
30_29_4,103.6341,63.9312,intermediate
29_37_1,103.6701,68.8727,intermediate
29_37_2,104.7001,73.7655,intermediate
29_37_3,105.7302,78.6582,intermediate
37_29_1,105.0099,75.2373,intermediate
37_29_2,103.9799,70.3445,intermediate
37_29_3,102.9498,65.4518,intermediate
30_31_1,128.6096,63.0135,intermediate
30_31_2,133.6092,63.077,intermediate
30_31_3,138.6088,63.1405,intermediate
31_30_1,136.7204,63.1165,intermediate
31_30_2,131.7208,63.053,intermediate
31_30_3,126.7212,62.9895,intermediate
30_38_1,124.6082,67.8493,intermediate
30_38_2,125.6064,72.7487,intermediate
30_38_3,126.6046,77.648,intermediate
30_38_4,127.6027,82.5474,intermediate
30_38_5,128.6009,87.4467,intermediate
38_30_1,128.0618,84.8007,intermediate
38_30_2,127.0636,79.9013,intermediate
38_30_3,126.0654,75.002,intermediate
38_30_4,125.0673,70.1026,intermediate
38_30_5,124.0691,65.2033,intermediate
31_39_1,142.0429,68.1696,intermediate
31_39_2,142.3659,73.1591,intermediate
31_39_3,142.6888,78.1487,intermediate
31_39_4,143.0118,83.1382,intermediate
39_31_1,142.7971,79.8204,intermediate
39_31_2,142.4741,74.8309,intermediate
39_31_3,142.1512,69.8413,intermediate
39_31_4,141.8282,64.8518,intermediate
32_33_1,11.9957,82.4064,intermediate
32_33_2,16.9915,82.6127,intermediate
32_33_3,21.9872,82.8191,intermediate
33_32_1,17.0143,82.6136,intermediate
33_32_2,12.0185,82.4073,intermediate
33_32_3,7.0228,82.2009,intermediate
33_34_1,26.9953,83.2027,intermediate
33_34_2,31.9807,83.5855,intermediate
33_34_3,36.966,83.9682,intermediate
33_34_4,41.9513,84.3509,intermediate
33_34_5,46.9366,84.7337,intermediate
34_33_1,42.5547,84.3973,intermediate
34_33_2,37.5693,84.0145,intermediate
34_33_3,32.584,83.6318,intermediate
34_33_4,27.5987,83.2491,intermediate
34_33_5,22.6134,82.8663,intermediate
34_35_1,52.4014,83.6108,intermediate
34_35_2,57.2628,82.4417,intermediate
34_35_3,62.1242,81.2725,intermediate
35_34_1,58.7286,82.0892,intermediate
35_34_2,53.8672,83.2583,intermediate
35_34_3,49.0058,84.4275,intermediate
35_36_1,68.2019,82.8514,intermediate
35_36_2,72.8138,84.7828,intermediate
35_36_3,77.4257,86.7141,intermediate
35_36_4,82.0377,88.6455,intermediate
36_35_1,77.5081,86.7486,intermediate
36_35_2,72.8962,84.8172,intermediate
36_35_3,68.2843,82.8859,intermediate
36_35_4,63.6723,80.9545,intermediate
36_37_1,86.8283,86.9971,intermediate
36_37_2,91.5365,85.3141,intermediate
36_37_3,96.2448,83.6312,intermediate
36_37_4,100.9531,81.9483,intermediate
36_37_5,105.6613,80.2654,intermediate
37_36_1,101.3317,81.8129,intermediate
37_36_2,96.6235,83.4959,intermediate
37_36_3,91.9152,85.1788,intermediate
37_36_4,87.2069,86.8617,intermediate
37_36_5,82.4987,88.5446,intermediate
37_38_1,110.6569,82.0494,intermediate
37_38_2,115.2739,83.9687,intermediate
37_38_3,119.8908,85.8881,intermediate
37_38_4,124.5077,87.8075,intermediate
38_37_1,124.4431,87.7806,intermediate
38_37_2,119.8261,85.8613,intermediate
38_37_3,115.2092,83.9419,intermediate
38_37_4,110.5923,82.0225,intermediate
38_39_1,133.7825,88.0575,intermediate
38_39_2,138.5051,86.4151,intermediate
39_38_1,138.3975,86.4525,intermediate
39_38_2,133.6749,88.0949,intermediate
